"Story","Title","Result","Date","Stability","Duration (s)"
"Inventory Stock at app.jubelio","Inventory Stock - Delete","SUCCESS","2023-10-06T08:16:37.1345875+07:00[Asia/Jakarta]","0.0","51.13"
